,EN,FR
6709,We all agreed.,Nous sommes tous tombés d'accord.
6710,We all agreed.,Nous sommes toutes tombées d'accord.
6711,We all change.,Nous changeons tous.
6712,We all change.,Nous changeons toutes.
6713,We are at war.,Nous sommes en guerre.
6714,We are doomed.,Nous sommes condamnés.
6715,We can try it.,Nous pouvons essayer.
6716,We can try it.,Nous pouvons l'essayer.
6717,We can't fail.,Nous ne pouvons pas échouer.
6718,We can't lose.,Nous ne pouvons par perdre.
6719,We caught you.,Nous t'avons attrapé.
6720,We caught you.,Nous t'avons attrapée.
6721,We caught you.,Nous vous avons attrapé.
6722,We caught you.,Nous vous avons attrapés.
6723,We caught you.,Nous vous avons attrapée.
6724,We caught you.,Nous vous avons attrapées.
6725,We could read.,Nous pourrions lire.
6726,We could read.,Nous pouvions lire.
6727,We could wait.,Nous pourrions attendre.
6728,We could walk.,Nous pourrions marcher.
6729,We don't know.,Nous ne savons pas.
6730,We had a deal.,On avait un accord.
6731,We had a deal.,On avait un marché.
6732,We have a car.,Nous avons une voiture.
6733,We have plans.,Nous avons des plans.
6734,We have rules.,Nous avons des règles.
6735,We have to go.,Il nous faut partir.
6736,We have to go.,Il nous faut y aller.
6737,We kept quiet.,Nous restâmes silencieux.
6738,We meant well.,Nos intentions étaient bonnes.
6739,We met before.,Nous nous sommes rencontrés auparavant.
6740,We met before.,Nous nous sommes rencontrées auparavant.
6741,We missed you.,Tu nous as manqué.
6742,We missed you.,Vous nous avez manqué.
6743,We must check.,Il nous faut vérifier.
6744,We must focus.,Il nous faut nous focaliser.
6745,We must hurry.,Il nous faut nous dépêcher.
6746,We must leave.,Il nous faut partir.
6747,We must speak.,Il nous faut parler.
6748,We must speak.,Il nous faut nous parler.
6749,We need a car.,Nous avons besoin d'une voiture.
6750,We need a car.,Il nous faut une voiture.
6751,We need a map.,Il nous faut une carte.
6752,We need money.,Nous avons besoin d'argent.
6753,We need proof.,Il nous faut des preuves.
6754,We need rules.,Il nous faut des règles.
6755,We need sleep.,Il nous faut du sommeil.
6756,We need to go.,Nous devons y aller.
6757,We need to go.,Nous devons partir.
6758,We need to go.,Il nous faut partir.
6759,We need to go.,Il nous faut y aller.
6760,We need to go.,Il nous faut nous en aller.
6761,We need to go.,Nous devons nous en aller.
6762,We need tools.,Nous avons besoin d'outils.
6763,We need water.,Il nous faut de l'eau.
6764,We need water.,Nous avons besoin d'eau.
6765,We never lose.,Nous ne perdons jamais.
6766,We should eat.,Nous devrions manger.
6767,We took a cab.,Nous avons pris un taxi.
6768,We understand.,Nous comprenons.
6769,We want candy.,Nous voulons des bonbons.
6770,We want peace.,Nous voulons la paix.
6771,We want to go.,Nous voulons nous en aller.
6772,We want to go.,Nous voulons y aller.
6773,We wanted you.,Nous te voulions.
6774,We wanted you.,Nous vous voulions.
6775,We were alone.,Nous étions seuls.
6776,We were alone.,Nous étions seules.
6777,We were bored.,Nous nous ennuyions.
6778,We were close.,Nous étions proches.
6779,We were lucky.,Nous étions chanceux.
6780,We were right.,Nous avions raison.
6781,We were right.,Nous eûmes raison.
6782,We were there.,Nous y étions.
6783,We were there.,Nous étions là.
6784,We will fight.,Nous combattrons.
6785,We wonder why.,On se demande pourquoi.
6786,We'll all die.,Nous mourrons tous !
6787,We'll both go.,Nous irons tous les deux.
6788,We'll explain.,Nous expliquerons.
6789,We'll find it.,On va le trouver.
6790,We'll find it.,On va la trouver.
6791,We'll rebuild.,Nous reconstruirons.
6792,We'll respond.,Nous allons répondre.
6793,We'll succeed.,Nous réussirons.
6794,We'll survive.,Nous survivrons.
6795,We're a group.,Nous formons un groupe.
6796,We're anxious.,Nous sommes anxieux.
6797,We're ashamed.,Nous avons honte.
6798,We're baffled.,Nous sommes perplexes.
6799,We're careful.,Nous sommes prudents.
6800,We're careful.,Nous sommes prudentes.
6801,We're certain.,Nous sommes certains.
6802,We're certain.,Nous sommes certaines.
6803,We're cousins.,Nous sommes cousines.
6804,We're dancing.,Nous sommes en train de danser.
6805,We're dieting.,Nous sommes au régime.
6806,We're doctors.,Nous sommes médecins.
6807,We're enemies.,Nous sommes ennemis.
6808,We're enemies.,Nous sommes ennemies.
6809,We're engaged.,Nous sommes fiancés.
6810,We're fasting.,Nous faisons la diète.
6811,We're friends.,Nous sommes amis.
6812,We're friends.,Nous sommes amies.
6813,We're in love.,Nous nous aimons.
6814,We're in love.,Nous sommes amoureux.
6815,We're in love.,Nous sommes amoureuses.
6816,We're in luck.,Nous sommes veinards.
6817,We're in luck.,Nous sommes veinardes.
6818,We're in pain.,Nous souffrons.
6819,We're in sync.,Nous sommes synchronisés.
6820,We're in sync.,Nous sommes synchronisées.
6821,We're in town.,Nous sommes en ville.
6822,We're jealous.,Nous sommes jalouses.
6823,We're kidding.,Nous plaisantons.
6824,We're leaving.,Nous partons.
6825,We're married.,Nous sommes mariés.
6826,We're not fit.,Nous ne sommes pas en forme.
6827,We're not mad.,Nous ne sommes pas fous.
6828,We're not mad.,Nous ne sommes pas folles.
6829,We're not old.,Nous ne sommes pas vieux.
6830,We're not old.,Nous ne sommes pas vieilles.
6831,We're reading.,Nous sommes en train de lire.
6832,We're reading.,Nous lisons.
6833,We're relaxed.,Nous sommes détendus.
6834,We're relaxed.,Nous sommes détendues.
6835,We're serious.,Nous sommes sérieux.
6836,We're serious.,Nous sommes sérieuses.
6837,We're shocked.,Nous sommes choqués.
6838,We're shocked.,Nous sommes choquées.
6839,We're sincere.,Nous sommes sincères.
6840,We're sinking.,Nous coulons.
6841,We're sinking.,Nous sommes en train de couler.
6842,We're sloshed.,Nous sommes bourrés.
6843,We're sloshed.,Nous sommes bourrées.
6844,We're smashed.,Nous sommes bourrés.
6845,We're smashed.,Nous sommes bourrées.
6846,We're special.,Nous sommes spéciaux.
6847,We're stalled.,Nous sommes à l'arrêt.
6848,We're starved.,Nous sommes affamés.
6849,We're starved.,Nous sommes affamées.
6850,We're staying.,Nous restons.
6851,We're stuffed.,Nous sommes gavés.
6852,We're stuffed.,Nous sommes gavées.
6853,We're stunned.,Nous sommes sidérés.
6854,We're stunned.,Nous sommes sidérées.
6855,We're through.,Nous avons terminé.
6856,We're through.,Nous en avons fini.
6857,We're too old.,Nous sommes trop vieux.
6858,We're touched.,Nous sommes touchés.
6859,We're touched.,Nous sommes touchées.
6860,We're trapped!,Nous sommes piégés !
6861,We're trapped!,Nous sommes piégées !
6862,We're trapped.,Nous sommes piégés.
6863,We're trapped.,Nous sommes piégées.
6864,We're unhappy.,Nous ne sommes pas satisfaits.
6865,We're unhappy.,Nous ne sommes pas satisfaites.
6866,We're unlucky.,Nous sommes malchanceux.
6867,We're unlucky.,Nous sommes malchanceuses.
6868,We're useless.,Nous sommes inutiles.
6869,We're waiting.,Nous sommes en train d'attendre.
6870,We're wealthy.,Nous sommes riches.
6871,We're winners.,Nous sommes des gagneurs.
6872,We're winning.,Nous sommes en train de gagner.
6873,We're working.,Nous sommes en train de travailler.
6874,We're worried.,Nous nous faisons du souci.
6875,We've arrived.,Nous sommes arrivés.
6876,We've no time.,Nous n'avons pas le temps.
6877,We've refused.,Nous avons refusé.
6878,We've seen it.,Nous l'avons vu.
6879,Were you busy?,Étais-tu occupée ?
6880,Were you busy?,Étais-tu occupé ?
6881,Were you busy?,Étiez-vous occupés ?
6882,Were you busy?,Étiez-vous occupées ?
6883,Were you hurt?,As-tu été blessé ?
6884,Were you hurt?,As-tu été blessée ?
6885,Were you hurt?,Avez-vous été blessé ?
6886,Were you hurt?,Avez-vous été blessée ?
6887,Were you hurt?,Avez-vous été blessés ?
6888,Were you hurt?,Avez-vous été blessées ?
6889,Were you shot?,T'a-t-on tiré dessus ?
6890,Were you shot?,Vous a-t-on tiré dessus ?
6891,What a bummer!,Quelle poisse !
6892,What a fiasco!,Quel fiasco !
6893,What a hassle!,Quelle histoire !
6894,What a relief!,Quel soulagement !
6895,What a scream!,Quel cri !
6896,What about us?,Qu'en est-il de nous ?
6897,What an idiot!,Quel idiot.
6898,What did I do?,Qu'ai-je fait ?
6899,What do I get?,Qu'est-ce que j'y gagne ?
6900,What do I owe?,Combien dois-je ?
6901,What do I owe?,Combien est-ce que je dois ?
6902,What happened?,Qu'est-ce qui s'est passé ?
6903,What happened?,Que s'est-il passé ?
6904,What is a UFO?,Qu'est-ce que c'est qu'un OVNI ?
6905,What nonsense!,Quelle absurdité !
6906,What was that?,De quoi ?
6907,What'll we do?,Que ferons-nous ?
6908,What's inside?,Qu'y a-t-il à l'intérieur ?
6909,What's inside?,Qu'est-ce qu'il y a à l'intérieur ?
6910,When was that?,Quand cela a-t-il eu lieu ?
6911,When was that?,C'était quand ?
6912,Where are you?,Où es-tu ?
6913,Where are you?,Où êtes-vous ?
6914,Where were we?,Où étions-nous ?
6915,Where were we?,Où en étions-nous ?
6916,Which is mine?,Lequel est le mien ?
6917,Which is mine?,Laquelle est la mienne ?
6918,Who hates you?,Qui te déteste ?
6919,Who helps her?,Qui l'aide ?
6920,Who hired you?,Qui t'a recruté ?
6921,Who hired you?,Qui vous a recruté ?
6922,Who hired you?,Qui t'a recrutée ?
6923,Who hired you?,Qui vous a recrutée ?
6924,Who hired you?,Qui vous a recrutés ?
6925,Who hired you?,Qui vous a recrutées ?
6926,Who is absent?,Qui est absent ?
6927,Who said that?,Qui a dit cela ?
6928,Who says that?,Qui dit ça ?
6929,Who wants tea?,Qui veut du thé ?
6930,Who washed it?,Qui l'a lavée ?
6931,Who won today?,Qui a gagné aujourd'hui ?
6932,Who's at home?,Qui est rentré?
6933,Who's at home?,Il y a qui à la maison?
6934,Who's at home?,Qui est à la maison?
6935,Who's dieting?,Qui est au régime ?
6936,Who's driving?,Qui est au volant ?
6937,Who's talking?,Qui parle ?
6938,Who's winning?,Qui gagne ?
6939,Who's winning?,Qui l'emporte ?
6940,Who's with me?,Qui est avec moi ?
6941,Whose is this?,À qui est-ce ?
6942,Will she come?,Viendra-t-elle ?
6943,You all right?,Ça va ?
6944,You all right?,Ça va bien ?
6945,You all right?,Tu vas bien ?
6946,You are crazy.,Tu es fou.
6947,You are crazy.,Tu es cinglé.
6948,You are drunk!,Tu es bourré !
6949,You are drunk!,Tu es saoul !
6950,You are early.,Tu viens tôt.
6951,You are early.,Vous êtes matinal.
6952,You are early.,Vous êtes matinale.
6953,You are early.,Tu es matinal.
6954,You are early.,Tu es matinale.
6955,You are early.,Tu es en avance.
6956,You are early.,Vous êtes en avance.
6957,You are lying.,Vous mentez.
6958,You are lying.,Vous êtes en train de mentir.
6959,You are lying.,Tu es en train de mentir.
6960,You are wrong.,Vous avez tort.
6961,You are wrong.,Tu as tort.
6962,You can do it.,Tu peux y arriver.
6963,You can do it.,"C'est bon, tu peux le faire."
6964,You can do it.,Tu peux le faire.
6965,You can do it.,Vous pouvez y arriver.
6966,You can do it.,Vous pouvez le faire.
6967,You don't say.,Vraiment ?
6968,You have mail.,Tu as du courrier.
6969,You have mail.,Vous avez du courrier.
6970,You hypocrite!,Sale hypocrite !
6971,You look busy.,Tu sembles occupé.
6972,You look busy.,Tu as l'air occupé.
6973,You look busy.,Vous avez l'air occupé.
6974,You look busy.,Vous avez l'air occupée.
6975,You look busy.,Vous avez l'air occupés.
6976,You look busy.,Vous avez l'air occupées.
6977,You look busy.,Tu as l'air occupée.
6978,You look fine.,Tu as l'air en bonne santé.
6979,You look fine.,Tu as l'air en forme.
6980,You look fine.,Vous avez l'air en forme.
6981,You look pale.,Tu as l'air pâle.
6982,You look sick.,Tu as l'air malade.
6983,You look sick.,Vous avez l'air malade.
6984,You must come.,Tu dois venir.
6985,You must come.,Vous devez venir.
6986,You must rest.,Il faut que tu te reposes.
6987,You must stay.,Tu dois rester.
6988,You must stay.,Vous devez rester.
6989,You need this.,Tu as besoin de ça.
6990,You needed me.,Tu avais besoin de moi.
6991,You needed me.,Vous aviez besoin de moi.
6992,You seem busy.,Vous semblez occupé.
6993,You seem busy.,Vous semblez occupée.
6994,You seem busy.,Tu sembles occupé.
6995,You seem busy.,Tu sembles occupée.
6996,You seem busy.,Vous semblez occupés.
6997,You seem busy.,Vous semblez occupées.
6998,You should go.,Tu devrais y aller.
6999,You stay here.,Tu restes ici.
7000,You stay here.,Vous restez ici.
7001,You want this?,Veux-tu ceci ?
7002,You want this?,Voulez-vous ceci ?
7003,You were mine.,Tu étais à moi.
7004,You were seen.,Tu as été vu.
7005,You were seen.,On t'a vu.
7006,You were seen.,Vous avez été vu.
7007,You work hard.,Tu travailles dur.
7008,You work hard.,Vous travaillez dur.
7009,You'd love it.,Tu adorerais ça.
7010,You'll go far.,Tu iras loin.
7011,You'll go far.,Vous irez loin.
7012,You're a doll!,Tu es un amour !
7013,You're a doll!,Vous êtes un amour !
7014,You're a liar.,Tu es un menteur.
7015,You're a liar.,Vous êtes un menteur.
7016,You're a liar.,Vous êtes une menteuse.
7017,You're a liar.,Tu es une menteuse.
7018,You're a nerd.,Tu es un binoclard.
7019,You're a slob.,Tu es un flemmard.
7020,You're a snob.,Tu es snob.
7021,You're a snob.,Vous êtes snob.
7022,You're a star.,Tu es une célébrité.
7023,You're a star.,Vous êtes une célébrité.
7024,You're biased.,Tu es partiale.
7025,You're biased.,Tu es partial.
7026,You're boring.,Vous m'ennuyez.
7027,You're boring.,Tu m'ennuies.
7028,You're bright.,Tu es brillant.
7029,You're bright.,Tu es brillante.
7030,You're bright.,Vous êtes brillant.
7031,You're bright.,Vous êtes brillante.
7032,You're bright.,Vous êtes brillants.
7033,You're bright.,Vous êtes brillantes.
7034,You're clever.,Tu es malin.
7035,You're clever.,Tu es maline.
7036,You're clever.,Vous êtes malin.
7037,You're clever.,Vous êtes maline.
7038,You're clever.,Vous êtes malins.
7039,You're clever.,Vous êtes malines.
7040,You're crafty.,Vous êtes rusé.
7041,You're crafty.,Tu es rusé.
7042,You're crafty.,Tu es rusée.
7043,You're crafty.,Vous êtes rusés.
7044,You're crafty.,Vous êtes rusée.
7045,You're crafty.,Vous êtes rusées.
7046,You're crafty.,Tu es astucieux.
7047,You're crafty.,Tu es astucieuse.
7048,You're crafty.,Vous êtes astucieux.
7049,You're crafty.,Vous êtes astucieuse.
7050,You're creepy.,Tu es sinistre.
7051,You're creepy.,Vous êtes sinistre.
7052,You're creepy.,Vous êtes sinistres.
7053,You're famous.,Tu es connu.
7054,You're famous.,Tu es connue.
7055,You're famous.,Vous êtes connu.
7056,You're famous.,Vous êtes connus.
7057,You're famous.,Vous êtes connue.
7058,You're famous.,Vous êtes connues.
7059,You're greedy.,Tu es avide.
7060,You're greedy.,Vous êtes avide.
7061,You're greedy.,Vous êtes avides.
7062,You're grumpy.,Tu es bougon.
7063,You're grumpy.,Tu es bougonne.
7064,You're grumpy.,Tu es grognon.
7065,You're grumpy.,Vous êtes bougon.
7066,You're grumpy.,Vous êtes bougonne.
7067,You're grumpy.,Vous êtes grognon.
7068,You're insane.,Tu es cinglé.
7069,You're insane.,Tu es dingue.
7070,You're joking!,Tu plaisantes !
7071,You're joking!,Vous plaisantez !
7072,You're loaded.,T'es bourré.
7073,You're loaded.,T'es bourrée.
7074,You're loaded.,T'es plein de fric.
7075,You're loaded.,T'es pleine de fric.
7076,You're losing.,Tu es en train de perdre.
7077,You're losing.,Vous êtes en train de perdre.
7078,You're my age.,Tu es de mon âge.
7079,You're my age.,Vous avez le même âge que moi.
7080,You're my age.,Vous êtes de mon âge.
7081,You're no fun.,Tu n'es pas drôle.
7082,You're no fun.,Vous n'êtes pas drôle.
7083,You're pretty.,Tu es jolie.
7084,You're pretty.,Vous êtes jolie.
7085,You're single.,Tu es célibataire.
7086,You're single.,Vous êtes célibataire.
7087,You're skinny.,Tu es maigrichonne.
7088,You're skinny.,Vous êtes maigrichonne.
7089,You're skinny.,Vous êtes maigrichonnes.
7090,You're skinny.,Vous êtes maigrichon.
7091,You're skinny.,Vous êtes maigrichons.
7092,You're skinny.,Tu es maigrichon.
7093,You're sleepy.,Tu es endormi.
7094,You're sleepy.,Tu es endormie.
7095,You're sleepy.,Vous êtes endormi.
7096,You're sleepy.,Vous êtes endormis.
7097,You're sleepy.,Vous êtes endormie.
7098,You're sleepy.,Vous êtes endormies.
7099,You're sneaky.,Tu es sournois.
7100,You're sneaky.,Tu es sournoise.
7101,You're sneaky.,Vous êtes sournois.
7102,You're sneaky.,Vous êtes sournoise.
7103,You're sneaky.,Vous êtes sournoises.
7104,You're strong.,Tu es fort.
7105,You're stupid.,Tu es idiote.
7106,You're unfair.,Tu es injuste.
7107,You're vulgar.,Tu es grossier.
7108,You're vulgar.,Vous êtes grossière.
7109,You're vulgar.,Tu es grossière.
7110,You've failed.,Tu as échoué.
7111,You've failed.,Vous avez échoué.
7112,"A beer, please.","Une bière, s'il vous plaît !"
7113,"A coke, please.",Un coca s'il vous plaît.
7114,Act like a man.,Agis en homme.
7115,Act like a man.,Agissez en homme.
7116,Act like a man.,Conduis-toi en homme !
7117,Ain't she cute?,N'est-elle pas mignonne ?
7118,Allow me to go.,Permets-moi d'y aller !
7119,Allow me to go.,Permettez-moi d'y aller !
7120,Am I intruding?,Est-ce que je dérange ?
7121,Am I not right?,N'ai-je pas raison ?
7122,Am I qualified?,Suis-je qualifié ?
7123,Apples are red.,Les pommes sont rouges.
7124,Are there kids?,Est-ce qu'il y a des enfants ?
7125,Are there kids?,Y a-t-il des enfants ?
7126,Are we friends?,Sommes-nous amis ?
7127,Are we friends?,Sommes-nous amies ?
7128,Are we leaving?,Partons-nous ?
7129,Are we leaving?,Y allons-nous ?
7130,Are we sinking?,Sommes-nous en train de couler ?
7131,Are you afraid?,Avez-vous peur?
7132,Are you coming?,Venez-vous ?
7133,Are you coming?,Viens-tu ?
7134,Are you crying?,Pleures-tu ?
7135,Are you crying?,Pleurez-vous ?
7136,Are you famous?,Es-tu célèbre ?
7137,Are you famous?,Êtes-vous célèbre ?
7138,Are you famous?,Êtes-vous célèbres ?
7139,Are you famous?,Es-tu célèbre ?
7140,Are you hiring?,Embauches-tu ?
7141,Are you hiring?,Embauchez-vous ?
7142,Are you hiring?,Recrutes-tu ?
7143,Are you hiring?,Recrutez-vous ?
7144,Are you honest?,Es-tu honnête ?
7145,Are you honest?,Êtes-vous honnêtes ?
7146,Are you honest?,Êtes-vous honnête ?
7147,Are you hungry?,Avez-vous faim ?
7148,Are you insane?,Tu es folle ?
7149,Are you joking?,Vous plaisantez ?
7150,Are you joking?,Tu plaisantes ?
7151,Are you joking?,Est-ce que tu blagues ?
7152,Are you lonely?,Te sens-tu seul ?
7153,Are you lonely?,Te sens-tu seule ?
7154,Are you lonely?,Vous sentez-vous seul ?
7155,Are you lonely?,Vous sentez-vous seule ?
7156,Are you lonely?,Êtes-vous esseulé ?
7157,Are you lonely?,Êtes-vous esseulée ?
7158,Are you lonely?,Es-tu esseulé ?
7159,Are you lonely?,Es-tu esseulée ?
7160,Are you racist?,Es-tu raciste ?
7161,Are you racist?,Êtes-vous raciste ?
7162,Are you single?,Es-tu seul ?
7163,Are you sleepy?,Es-tu fatigué ?
7164,Are you sleepy?,As-tu sommeil ?
7165,Are you sleepy?,Avez-vous sommeil ?
7166,Aren't you hot?,N'avez-vous pas chaud ?
7167,Aren't you hot?,N'as-tu pas chaud ?
7168,Autumn is here.,L'automne est là.
7169,Avoid clichés.,Évite les clichés.
7170,Avoid clichés.,Évitez les clichés.
7171,Be a good girl.,Sois une chic fille !
7172,Be a good girl.,Soyez une chic fille !
7173,Be nice to her.,Sois gentil avec elle.
7174,Be nice to her.,Sois gentille avec elle.
7175,Be nice to her.,Sois gentil avec elle !
7176,Be nice to her.,Sois gentille avec elle !
7177,Blow your nose.,Mouche-toi !
7178,Boats can sink.,Les bateaux peuvent couler.
7179,Both are alive.,Ils sont tous deux vivants.
7180,Both are alive.,Elles sont toutes deux vivantes.
7181,Bring a camera.,Apporte un appareil photo !
7182,Bring a camera.,Apportez un appareil photo !
7183,Bring a shovel.,Apporte une pelle !
7184,Bring it to me.,Apportez-le-moi.
7185,Bring the kids.,Amène les enfants.
7186,Buy me a drink.,Offre-moi un verre !
7187,Buy me a drink.,Offre-moi un coup !
7188,Buy me a drink.,Paie-moi un coup !
7189,Buy me a drink.,Payez-moi un coup !
7190,Buy me a drink.,Offrez-moi un coup !
7191,Buy me a drink.,Offrez-moi un verre !
7192,Call a plumber.,Appelle un plombier !
7193,Call a plumber.,Appelez un plombier !
7194,Can I eat that?,Je peux manger ça?
7195,Can I eat this?,Puis-je manger ceci ?
7196,Can I go first?,Puis-je y aller en premier ?
7197,Can I have one?,Puis-je en avoir un ?
7198,Can I have one?,Puis-je en avoir une ?
7199,Can I help you?,Puis-je t'aider ?
7200,Can I help you?,Puis-je vous aider ?
7201,Can I help you?,Puis-je t'aider ?
7202,Can I join you?,Puis-je me joindre à toi ?
7203,Can I join you?,Puis-je me joindre à vous ?
7204,Can I kiss you?,Puis-je vous embrasser ?
7205,Can I see that?,Puis-je voir ça ?
7206,Can I see this?,Puis-je voir ça ?
7207,Can I see this?,Puis-je voir ceci ?
7208,"Can I see, too?",Puis-je également voir ?
7209,Can I sit down?,Puis-je m'asseoir ?
7210,Can I sit here?,Puis-je m'asseoir ici ?
7211,Can I touch it?,Puis-je y toucher ?
7212,Can I touch it?,Puis-je le toucher ?
7213,Can I touch it?,Puis-je la toucher ?
7214,Can I touch it?,Est-ce que j'ai le droit d'y toucher ?
7215,Can Tom see us?,Est-ce que Tom peut nous voir ?
7216,Can we come in?,Pouvons-nous entrer ?
7217,Can we do that?,Est-ce qu'on peut faire ça ?
7218,Can you cancel?,Peux-tu annuler ?
7219,Can you cancel?,Pouvez-vous annuler ?
7220,Can you juggle?,Sais-tu jongler ?
7221,Can you juggle?,Savez-vous jongler ?
7222,Can you see it?,Peux-tu le voir ?
7223,Can you see it?,Pouvez-vous le voir ?
7224,Cash is better.,"De l'argent liquide, c'est mieux."
7225,Catch the ball.,Attrape le ballon.
7226,Catch the ball.,Attrape la balle.
7227,Cats are smart.,Les chats sont malins.
7228,Change is good.,Le changement est bénéfique.
7229,Check everyone.,Vérifiez tout le monde.
7230,Check everyone.,Vérifie tout le monde.
7231,Check that out.,Regardez ça.
7232,Check this out.,Règle ça.
7233,Check this out.,Vérifie ça.
7234,Close the door.,Ferme la porte !
7235,Close the door.,Fermez la porte !
7236,Close the gate.,Ferme le portail.
7237,"Coffee, please.","Du café, je vous prie."
7238,"Coffee, please.","Du café, je te prie."
7239,Come back here.,Reviens ici !
7240,Come back here.,Revenez ici !
7241,Come back home.,Reviens à la maison.
7242,Come back home.,Revenez à la maison.
7243,Come back home.,Rentre à la maison.
7244,Come back soon.,Ne sois pas long.
7245,Come back soon.,Reviens vite.
7246,Come down here.,Descends ici !
7247,Come down here.,Descendez ici !
7248,Contact my son.,Prenez contact avec mon fils !
7249,Cows eat grass.,Les vaches se nourrissent d'herbe.
7250,Cows give milk.,Les vaches produisent du lait.
7251,Cows give milk.,Les vaches donnent du lait.
7252,Cut it in half.,Coupe-le en deux.
7253,Did I break it?,L'ai-je cassé ?
7254,Did I break it?,L'ai-je cassée ?
7255,Did I break it?,L'ai-je brisé ?
7256,Did I break it?,L'ai-je brisée ?
7257,Did I hurt you?,Vous ai-je blessé ?
7258,Did I hurt you?,T'ai-je blessé ?
7259,Did I hurt you?,T'ai-je blessée ?
7260,Did I hurt you?,Vous ai-je blessée ?
7261,Did I hurt you?,T'ai-je fait mal ?
7262,Did I hurt you?,Vous ai-je fait mal ?
7263,Did I say that?,Ai-je dit cela ?
7264,Did I wake you?,Vous ai-je réveillé ?
7265,Did I wake you?,Vous ai-je réveillés ?
7266,Did I wake you?,Vous ai-je réveillée ?
7267,Did I wake you?,Vous ai-je réveillées ?
7268,Did I wake you?,T'ai-je réveillé ?
7269,Did I wake you?,T'ai-je réveillée ?
7270,Did Tom buy it?,Tom l'a-t-il acheté ?
7271,Did Tom object?,Tom avait-il des objections ?
7272,Did she say it?,L'a-t-elle dit ?
7273,Did you forget?,As-tu oublié ?
7274,Did you get it?,As-tu compris ?
7275,Did you get it?,Avez-vous compris ?
7276,Did you go out?,Tu es sortie ?
7277,Did you go out?,Es-tu sorti ?
7278,Did you go out?,Es-tu sortie ?
7279,Did you go out?,Êtes-vous sorti ?
7280,Did you go out?,Êtes-vous sortie ?
7281,Did you go out?,Êtes-vous sortis ?
7282,Did you go out?,Êtes-vous sorties ?
7283,Did you say 30?,As-tu dit trente ?
7284,Did you say 30?,Avez-vous dit trente ?
7285,Did you see it?,L'as-tu vu ?
7286,Did you see it?,L'as-tu vue ?
7287,Did you see it?,L'as-tu vu ?
7288,Did you see it?,L'avez-vous vu ?
7289,Did you see it?,L'avez-vous vue ?
7290,Dinner's ready.,Le dîner est prêt.
7291,Do I annoy you?,Est-ce que je t'ennuie ?
7292,Do I annoy you?,Est-ce que je vous ennuie ?
7293,Do I annoy you?,Est-ce que je vous agace ?
7294,Do I annoy you?,Est-ce que je t'agace ?
7295,Do I annoy you?,Est-ce que je t'embête ?
7296,Do I annoy you?,Est-ce que je vous embête ?
7297,Do I need this?,Ai-je besoin de ça ?
7298,Do as you like.,Fais comme il te plaira !
7299,Do as you like.,Fais comme tu veux.
7300,Do as you like.,Faites comme il vous plaira.
7301,Do as you like.,Faites comme vous voulez.
7302,Do as you want.,Fais comme bon te semble.
7303,Do as you want.,Fais comme il te plaira !
7304,Do as you want.,Fais comme tu veux.
7305,Do as you want.,Fais comme ça te chante.
7306,Do as you want.,Faites comme ça vous chante.
7307,Do it this way.,Faites ça comme ça.
7308,Do it this way.,Fais-le de cette manière.
7309,Do it this way.,Faites-le de cette manière.
7310,Do it this way.,Fais-le ainsi.
7311,Do it this way.,Faites-le ainsi.
7312,Do it tomorrow.,Fais-le demain !
7313,Do it tomorrow.,Faites-le demain !
7314,Do it yourself.,Faites-le vous-même.
7315,Do that for me.,Fais ça pour moi.
7316,Do that for me.,Faites ça pour moi.
7317,Do tigers purr?,Les tigres ronronnent-ils ?
7318,Do we know you?,Vous connaissons-nous ?
7319,Do you deny it?,Le nies-tu ?
7320,Do you hate me?,Tu me détestes ?
7321,Do you hear me?,Tu m'entends ?
7322,Do you hear me?,M'entendez-vous ?
7323,Do you know me?,Me connaissez-vous ?
7324,Do you know me?,Me connais-tu ?
7325,Do you know me?,On se connait ?
7326,Do you know me?,Tu sais qui je suis ?
7327,Do you know me?,Tu me connais ?
7328,Do you know us?,Nous connais-tu ?
7329,Do you know us?,Nous connaissez-vous ?
7330,Do you like it?,Tu aimes ?
7331,Do you like it?,Ça vous plaît ?
7332,Do you like it?,Ça te plaît ?
7333,Do you love me?,M'aimes-tu ?
7334,Do you love me?,Est-ce que tu m'aimes ?
7335,Do you love me?,M'aimez-vous ?
7336,Do you love me?,Tu m'aimes ?
7337,Do you mean us?,Tu veux dire nous ?
7338,Do you miss it?,Ça te manque ?
7339,Do you miss it?,Vous manque-t-il ?
7340,Do you miss it?,Est-ce qu'il vous manque ?
7341,Do you miss it?,Te manque-t-elle ?
7342,Do you miss it?,Est-ce qu'elle te manque ?
7343,Do you promise?,Promets-tu ?
7344,Do you promise?,Promettez-vous ?
7345,Do you read me?,M'entendez-vous ?
7346,Do you recycle?,Pratiques-tu le recyclage ?
7347,Do you recycle?,Pratiquez-vous le recyclage ?
7348,Does Tom drink?,Est-ce que Tom boit ?
7349,Does Tom smoke?,Tom fume-t-il ?
7350,Does it matter?,Cela a-t-il de l'importance ?
7351,Does this hurt?,Est-ce que ça fait mal ?
7352,Dogs are smart.,Les chiens sont malins.
7353,Don't be angry.,Ne sois pas fâché.
7354,Don't be angry.,Ne soyez pas en colère.
7355,Don't be crazy.,Ne sois pas fou !
7356,Don't be crazy.,Ne sois pas folle !
7357,Don't be crazy.,Ne soyez pas fou !
7358,Don't be crazy.,Ne soyez pas folle !
